Temperature	Standard_1_1	Standard_1_2	Standard_1_3	Standard_2_1	Standard_2_2	Standard_2_3	Standard_3_1	Standard_3_2	Standard_3_3	Standard_4_1	Standard_4_2	Standard_4_3	Standard_5_1	Standard_5_2	Standard_5_3	Standard_6_1	Standard_6_2	Standard_6_3	Standard_7_1	Standard_7_2	Standard_7_3	Standard_8_1	Standard_8_2	Standard_8_3	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10
89.60	2608.10	2640.25	2579.15	2620.72	2645.02	2587.75	2634.43	2620.81	2597.13	2599.04	2609.21	2567.08	2574.22	2622.82	2606.08	2612.48	2620.07	2554.45	2596.83	2610.71	2610.56	2631.07	2607.75	2578.56	2537.58	2552.72	2545.63	2574.11	2669.73	2609.86	2606.82	2605.00	2574.47	2564.71
89.70	2607.37	2639.72	2578.91	2620.09	2644.88	2587.67	2634.19	2620.73	2597.01	2598.40	2609.01	2566.73	2570.86	2619.63	2603.07	2612.45	2620.09	2554.30	2596.58	2610.57	2610.21	2631.14	2607.44	2578.49	2537.40	2552.53	2545.51	2573.93	2665.89	2609.81	2606.32	2604.62	2574.28	2564.30
89.80	2606.76	2639.26	2578.56	2619.47	2644.32	2587.63	2633.92	2620.65	2596.75	2597.80	2608.82	2566.39	2569.11	2618.10	2601.67	2612.42	2620.12	2554.42	2596.01	2610.58	2609.98	2631.05	2607.41	2578.49	2537.07	2552.19	2545.50	2573.56	2663.90	2609.71	2605.99	2604.06	2574.09	2564.10
89.90	2606.39	2638.53	2578.25	2618.69	2643.69	2587.46	2633.58	2620.55	2596.41	2597.23	2608.44	2566.22	2567.98	2617.19	2600.97	2612.18	2620.07	2554.39	2595.75	2610.48	2609.70	2630.74	2607.44	2578.22	2537.06	2551.71	2545.46	2573.19	2662.78	2609.46	2605.77	2603.65	2573.94	2564.14
90.00	2605.83	2637.75	2578.01	2617.95	2643.12	2587.07	2633.18	2620.34	2596.19	2596.88	2608.20	2565.96	2567.01	2616.46	2600.07	2612.05	2620.17	2554.54	2595.64	2610.45	2609.24	2630.45	2607.31	2577.90	2537.04	2550.99	2545.47	2572.91	2662.00	2609.14	2605.57	2603.59	2573.64	2563.93
90.10	2605.42	2636.99	2577.70	2617.69	2642.50	2586.62	2632.62	2620.08	2595.72	2596.69	2608.03	2565.76	2566.34	2615.80	2599.42	2612.00	2620.09	2554.69	2595.51	2610.19	2608.98	2630.03	2607.13	2577.59	2536.99	2550.31	2545.43	2572.54	2661.67	2608.76	2605.72	2603.54	2573.33	2563.89
90.20	2605.10	2636.32	2577.72	2617.44	2642.16	2586.22	2632.36	2619.91	2595.17	2596.83	2608.00	2565.72	2565.91	2615.17	2598.79	2611.94	2620.04	2554.71	2595.34	2609.96	2608.46	2629.71	2607.03	2577.17	2536.93	2549.96	2545.36	2572.22	2661.30	2608.62	2605.84	2603.69	2573.29	2563.85
90.30	2604.80	2635.83	2577.82	2617.26	2642.00	2585.78	2632.14	2619.79	2594.83	2597.04	2607.97	2565.50	2565.52	2614.55	2598.36	2611.94	2619.88	2554.54	2595.21	2609.36	2607.85	2629.37	2606.66	2576.72	2536.88	2549.61	2545.02	2572.08	2660.84	2608.32	2605.86	2603.76	2573.22	2563.77
90.40	2604.40	2635.61	2577.90	2617.29	2642.07	2585.46	2631.97	2619.63	2594.73	2597.21	2608.05	2565.36	2565.51	2613.89	2597.98	2612.06	2619.59	2554.54	2594.96	2608.78	2607.34	2629.02	2606.37	2576.53	2536.73	2549.34	2544.67	2571.99	2660.53	2608.18	2606.02	2603.70	2572.99	2563.50
90.50	2604.25	2635.64	2577.75	2617.32	2642.16	2585.15	2631.83	2619.50	2594.58	2597.28	2607.90	2565.28	2565.61	2613.22	2597.98	2612.16	2619.15	2554.40	2594.75	2608.32	2606.90	2628.81	2606.12	2576.14	2536.38	2549.21	2544.19	2571.80	2660.39	2608.18	2606.12	2603.44	2572.82	2563.43
90.60	2603.99	2635.86	2577.71	2617.17	2642.25	2584.95	2631.85	2619.43	2594.38	2597.33	2607.49	2565.16	2565.46	2612.81	2597.92	2611.95	2618.93	2554.25	2594.37	2608.16	2606.51	2628.72	2605.89	2575.84	2536.27	2548.97	2543.86	2571.69	2660.11	2608.16	2605.81	2603.05	2572.63	2563.24
90.70	2603.80	2636.03	2577.37	2617.05	2642.06	2584.71	2631.79	2619.20	2594.44	2597.17	2607.01	2564.87	2565.15	2612.48	2598.12	2611.65	2618.59	2554.36	2593.82	2608.02	2606.49	2628.55	2605.62	2575.73	2536.10	2548.64	2543.65	2571.57	2660.04	2607.85	2605.53	2602.69	2572.21	2562.96
90.80	2603.46	2636.15	2577.22	2616.89	2641.93	2584.59	2631.74	2618.98	2594.36	2596.94	2606.64	2564.78	2565.08	2612.23	2598.16	2611.38	2618.29	2554.56	2593.30	2608.14	2606.42	2628.40	2605.57	2575.75	2536.16	2548.53	2543.56	2571.44	2660.08	2607.75	2605.27	2602.63	2571.98	2562.83
90.90	2603.26	2636.25	2577.11	2616.70	2641.74	2584.38	2631.41	2618.92	2594.10	2596.79	2606.28	2564.50	2564.81	2612.24	2598.19	2611.19	2618.18	2554.71	2592.72	2608.04	2606.42	2628.23	2605.29	2575.58	2536.15	2548.48	2543.60	2571.18	2660.13	2607.41	2604.75	2602.55	2571.68	2562.65
91.00	2602.77	2636.09	2577.04	2616.36	2641.49	2584.23	2631.22	2618.88	2593.81	2596.63	2606.09	2564.26	2564.58	2612.28	2598.23	2610.84	2618.16	2554.86	2592.01	2607.83	2606.50	2627.86	2605.22	2575.78	2536.30	2548.35	2543.80	2571.07	2660.20	2606.85	2604.24	2602.56	2571.28	2562.43
91.10	2602.47	2635.86	2576.86	2615.87	2641.34	2584.02	2630.91	2618.83	2593.69	2596.43	2606.16	2564.04	2564.53	2612.35	2598.38	2610.60	2618.06	2554.92	2591.62	2607.22	2606.56	2627.54	2605.10	2575.78	2536.29	2548.35	2543.86	2571.01	2660.31	2606.40	2604.14	2602.62	2570.83	2562.32
91.20	2602.15	2635.82	2576.83	2615.49	2641.44	2583.85	2630.77	2618.78	2593.41	2596.34	2606.18	2564.01	2564.57	2612.38	2598.41	2610.47	2617.95	2554.64	2591.63	2606.56	2606.45	2627.15	2605.08	2575.62	2536.37	2548.11	2543.67	2571.03	2660.29	2606.16	2603.96	2602.44	2570.58	2562.36
91.30	2602.27	2635.89	2576.43	2615.28	2641.47	2583.54	2630.61	2618.69	2593.34	2596.29	2606.14	2563.94	2564.40	2612.40	2598.37	2610.26	2617.96	2554.40	2591.67	2606.04	2606.51	2626.78	2604.92	2575.31	2536.16	2547.80	2543.49	2571.10	2660.32	2605.89	2603.74	2602.18	2570.21	2562.10
91.40	2602.33	2635.67	2576.09	2614.95	2641.28	2583.23	2630.81	2618.36	2593.50	2596.16	2606.12	2563.93	2564.28	2612.16	2598.34	2610.02	2617.86	2554.15	2591.87	2605.82	2606.63	2626.50	2604.95	2575.16	2536.00	2547.61	2543.16	2571.18	2660.20	2605.86	2603.78	2602.16	2570.08	2561.98
91.50	2602.80	2635.72	2575.89	2614.80	2641.08	2583.02	2630.88	2617.90	2593.69	2596.03	2606.09	2563.75	2564.12	2612.07	2598.25	2609.89	2617.69	2553.93	2592.19	2605.62	2606.76	2626.45	2604.90	2574.80	2535.86	2547.56	2542.83	2571.27	2660.00	2606.16	2604.09	2601.97	2570.22	2561.85
91.60	2603.20	2635.87	2575.87	2614.72	2640.89	2582.73	2630.99	2617.59	2593.92	2595.95	2606.05	2563.65	2563.97	2611.91	2598.06	2609.99	2617.66	2553.80	2592.20	2606.02	2606.71	2626.34	2604.94	2574.43	2535.75	2547.46	2542.54	2571.30	2659.82	2606.37	2603.99	2601.79	2570.56	2561.75
91.70	2603.63	2635.90	2575.63	2614.57	2640.62	2582.53	2630.90	2617.50	2594.16	2595.78	2606.08	2563.46	2563.94	2611.76	2597.98	2610.06	2617.66	2553.93	2591.95	2606.39	2606.72	2626.27	2604.84	2574.21	2535.57	2547.64	2542.48	2571.23	2659.60	2606.47	2603.89	2601.82	2570.70	2561.69
91.80	2603.68	2635.74	2575.68	2614.30	2640.35	2582.39	2630.70	2617.51	2594.16	2595.62	2606.00	2563.24	2563.97	2611.58	2597.92	2610.09	2617.67	2553.87	2591.74	2606.55	2606.70	2626.32	2604.94	2574.15	2535.53	2547.74	2542.48	2571.17	2659.30	2606.40	2603.81	2601.74	2570.80	2561.75
91.90	2603.76	2635.93	2575.63	2614.21	2640.29	2582.20	2630.45	2617.57	2593.91	2595.45	2605.94	2563.01	2564.00	2611.60	2597.88	2610.10	2617.76	2553.61	2591.23	2606.48	2606.42	2626.30	2605.12	2573.98	2535.42	2547.59	2542.55	2571.13	2659.10	2606.07	2603.53	2601.35	2570.76	2561.76
92.00	2603.61	2635.99	2575.49	2614.11	2640.33	2582.01	2630.31	2617.89	2593.73	2595.38	2605.94	2562.98	2564.02	2611.37	2597.69	2610.24	2617.85	2553.42	2590.81	2606.43	2606.05	2626.09	2605.15	2573.89	2535.12	2547.41	2542.48	2570.96	2658.94	2605.55	2603.09	2601.06	2570.44	2561.60
92.10	2603.41	2635.76	2575.19	2614.11	2640.17	2581.92	2630.14	2618.12	2593.42	2595.21	2605.63	2562.85	2563.98	2611.15	2597.60	2610.28	2617.65	2553.06	2590.63	2605.74	2605.83	2625.85	2605.07	2574.09	2534.70	2547.32	2542.42	2570.67	2658.63	2605.15	2602.95	2600.79	2570.04	2561.37
92.20	2603.07	2635.47	2575.07	2614.15	2639.88	2581.73	2629.98	2618.03	2593.11	2595.14	2605.21	2562.69	2563.62	2610.99	2597.36	2610.33	2617.49	2552.49	2590.60	2605.18	2605.62	2625.57	2605.13	2574.16	2534.33	2547.28	2542.30	2570.30	2658.46	2604.78	2602.95	2600.48	2569.79	2561.21
92.30	2602.81	2635.19	2574.73	2614.27	2639.53	2581.57	2630.01	2617.81	2592.96	2595.17	2604.84	2562.53	2563.27	2610.91	2597.22	2610.38	2617.10	2552.14	2590.40	2604.80	2605.35	2625.15	2605.08	2574.11	2533.93	2547.25	2542.20	2569.91	2658.45	2604.60	2603.11	2600.26	2569.60	2561.09
92.40	2602.51	2634.69	2574.38	2614.37	2639.12	2581.54	2629.96	2617.77	2592.87	2595.32	2604.36	2562.36	2562.74	2610.77	2597.21	2610.40	2616.67	2552.11	2590.62	2604.60	2605.25	2624.92	2604.79	2574.18	2533.64	2547.34	2542.14	2569.68	2658.39	2604.62	2603.40	2600.26	2569.52	2560.95
92.50	2602.10	2633.99	2574.19	2614.43	2638.57	2581.48	2629.83	2617.43	2592.79	2595.35	2603.80	2562.21	2562.23	2610.87	2597.21	2610.25	2616.34	2551.86	2590.75	2604.62	2605.13	2624.85	2604.59	2574.24	2533.60	2547.30	2542.15	2569.55	2658.26	2604.56	2603.66	2600.29	2569.69	2561.05
92.60	2601.80	2633.56	2574.11	2614.47	2638.24	2581.56	2629.74	2617.12	2592.82	2595.51	2603.59	2562.09	2561.80	2610.96	2597.05	2610.00	2616.33	2551.76	2590.81	2605.00	2604.94	2624.85	2604.37	2573.97	2533.67	2547.21	2542.18	2569.58	2658.29	2604.45	2603.88	2600.37	2569.78	2561.18
92.70	2601.76	2633.16	2574.03	2614.40	2638.04	2581.76	2629.72	2617.00	2592.92	2595.53	2603.68	2562.13	2561.55	2611.05	2596.89	2609.66	2616.35	2551.97	2590.81	2605.13	2604.70	2624.94	2603.87	2573.73	2533.58	2546.94	2542.21	2569.77	2658.24	2604.31	2604.01	2600.28	2569.80	2560.99
92.80	2601.74	2632.79	2574.08	2614.25	2637.94	2581.87	2629.70	2616.85	2593.03	2595.40	2603.85	2562.21	2561.21	2611.04	2596.66	2609.22	2616.52	2552.00	2590.86	2605.12	2604.61	2625.04	2603.18	2573.59	2533.54	2546.66	2542.25	2569.88	2657.98	2604.05	2603.82	2600.11	2569.73	2560.72
92.90	2601.66	2632.67	2574.14	2613.96	2637.94	2581.94	2629.59	2616.62	2593.15	2595.17	2604.20	2562.29	2561.12	2611.04	2596.16	2608.87	2616.65	2551.78	2590.68	2604.95	2604.38	2624.89	2602.53	2573.38	2533.25	2546.34	2542.31	2569.76	2657.75	2603.76	2603.43	2599.80	2569.61	2560.50
93.00	2601.78	2632.76	2573.94	2613.87	2638.05	2581.86	2629.53	2616.68	2592.98	2594.97	2604.70	2562.20	2561.09	2610.84	2595.84	2608.51	2616.71	2551.81	2590.41	2604.50	2604.36	2624.76	2601.90	2573.04	2532.85	2546.16	2542.54	2569.52	2657.70	2603.67	2602.80	2599.62	2569.23	2560.11
93.10	2601.67	2632.73	2573.56	2613.64	2638.10	2581.63	2629.33	2616.51	2592.82	2594.64	2605.05	2562.16	2560.93	2610.65	2595.68	2608.21	2616.58	2551.88	2590.08	2604.03	2604.32	2624.55	2601.35	2572.93	2532.36	2545.81	2542.75	2569.30	2657.68	2603.51	2602.07	2599.35	2568.70	2559.60
93.20	2601.24	2632.73	2573.21	2613.47	2637.95	2581.35	2629.07	2616.43	2592.53	2594.26	2605.18	2562.08	2560.91	2610.36	2595.44	2608.07	2616.43	2551.59	2589.76	2603.79	2604.11	2624.32	2601.14	2572.85	2532.09	2545.52	2542.98	2569.05	2657.65	2603.43	2601.30	2599.42	2568.27	2559.41
93.30	2600.81	2632.82	2572.91	2613.32	2637.78	2581.18	2628.68	2616.48	2592.01	2594.04	2605.18	2562.12	2561.07	2610.17	2595.22	2608.19	2616.26	2551.35	2589.62	2603.79	2603.72	2624.07	2601.27	2572.66	2531.86	2545.26	2543.00	2568.78	2657.65	2603.54	2600.85	2599.52	2567.93	2559.50
93.40	2600.62	2632.74	2572.58	2613.33	2637.61	2580.94	2628.53	2616.42	2591.45	2593.88	2604.98	2562.06	2561.18	2609.97	2595.18	2608.13	2616.26	2551.21	2589.47	2603.89	2603.59	2624.01	2601.51	2572.48	2531.76	2544.96	2542.79	2568.72	2657.69	2603.64	2600.66	2599.69	2567.65	2559.51
93.50	2600.34	2632.60	2572.46	2613.03	2637.45	2580.85	2628.35	2616.08	2591.26	2593.80	2604.64	2561.98	2561.15	2609.83	2595.09	2608.06	2616.27	2550.96	2589.34	2604.13	2603.32	2623.96	2601.97	2572.36	2531.71	2544.76	2542.14	2568.73	2657.52	2603.51	2600.94	2599.61	2567.58	2559.65
93.60	2600.34	2632.59	2572.57	2612.83	2637.25	2580.68	2628.31	2616.03	2591.01	2593.87	2604.42	2561.86	2561.30	2609.62	2594.99	2608.02	2616.39	2550.75	2589.28	2604.24	2603.13	2623.90	2602.43	2572.14	2531.81	2544.72	2541.43	2568.65	2657.23	2603.51	2601.15	2599.52	2567.72	2559.90
93.70	2600.56	2632.66	2572.60	2612.75	2637.38	2580.51	2628.33	2615.87	2591.01	2594.08	2604.14	2561.68	2561.28	2609.35	2595.27	2607.90	2616.49	2550.83	2589.17	2604.28	2603.18	2623.76	2602.77	2571.96	2531.86	2544.71	2540.73	2568.63	2656.98	2603.56	2601.38	2599.18	2567.94	2560.09
93.80	2600.78	2632.59	2572.49	2612.73	2637.45	2580.29	2628.41	2615.59	2591.23	2594.14	2604.03	2561.32	2561.09	2609.10	2595.50	2607.70	2616.55	2551.04	2588.96	2603.98	2603.22	2623.72	2602.82	2571.87	2531.79	2544.71	2540.14	2568.50	2656.82	2603.36	2601.47	2598.81	2568.06	2560.01
93.90	2600.77	2632.54	2572.44	2612.59	2637.25	2579.97	2628.26	2615.27	2591.44	2593.98	2604.07	2561.26	2560.90	2608.78	2595.64	2607.57	2616.31	2551.41	2588.89	2603.72	2603.20	2623.52	2602.93	2571.86	2531.90	2544.90	2539.87	2568.05	2656.58	2603.18	2601.58	2598.47	2568.05	2559.95
94.00	2600.82	2632.47	2572.34	2612.73	2637.06	2579.68	2628.24	2615.19	2591.42	2593.71	2604.11	2561.32	2560.88	2608.48	2595.81	2607.60	2616.02	2551.77	2588.76	2603.25	2603.24	2623.17	2602.64	2572.01	2532.05	2544.85	2539.95	2567.59	2656.50	2603.16	2601.36	2598.26	2567.87	2559.86
94.10	2600.76	2632.24	2572.11	2612.77	2636.91	2579.58	2628.19	2614.97	2591.32	2593.35	2604.01	2561.33	2560.72	2608.32	2595.89	2607.58	2615.52	2552.07	2588.59	2602.93	2603.24	2622.82	2602.34	2572.23	2532.19	2544.82	2540.13	2567.23	2656.42	2603.13	2601.27	2598.07	2567.71	2559.68
94.20	2600.60	2631.82	2571.94	2612.73	2636.65	2579.46	2628.09	2614.83	2590.86	2593.07	2604.01	2561.22	2560.52	2608.48	2595.57	2607.53	2615.06	2552.32	2588.37	2602.53	2603.32	2622.51	2601.96	2572.40	2532.31	2544.72	2540.26	2566.91	2656.51	2602.84	2601.20	2597.89	2567.32	2559.31
94.30	2600.30	2631.50	2571.92	2612.47	2636.54	2579.33	2627.94	2614.83	2590.23	2592.74	2603.97	2561.17	2560.30	2608.64	2595.27	2607.24	2614.78	2552.37	2588.16	2602.43	2603.54	2622.11	2601.70	2572.55	2532.30	2544.71	2540.39	2566.89	2656.49	2602.70	2601.09	2597.81	2567.06	2559.09
94.40	2600.11	2631.11	2572.00	2612.15	2636.64	2579.55	2627.90	2615.02	2589.71	2592.78	2603.82	2560.79	2560.13	2608.94	2595.09	2607.09	2614.67	2552.06	2587.83	2602.34	2603.37	2621.93	2601.21	2572.56	2532.04	2544.48	2540.32	2567.30	2656.53	2602.62	2600.90	2597.65	2566.96	2558.95
94.50	2599.96	2630.84	2572.05	2611.64	2636.70	2579.65	2627.66	2614.99	2589.37	2592.90	2603.57	2560.48	2559.90	2609.23	2594.66	2606.83	2614.54	2551.76	2587.57	2602.35	2603.17	2621.85	2600.80	2572.45	2531.56	2544.32	2540.18	2567.66	2656.47	2602.53	2600.90	2597.48	2566.91	2558.84
94.60	2599.87	2630.68	2572.22	2611.35	2636.56	2579.73	2627.43	2614.97	2589.23	2593.06	2603.40	2560.34	2559.64	2609.39	2594.29	2606.63	2614.63	2551.49	2587.36	2602.24	2602.90	2621.88	2600.43	2572.24	2530.95	2544.19	2540.01	2567.86	2656.59	2602.30	2600.84	2597.31	2566.76	2558.77
94.70	2600.04	2630.74	2572.28	2611.09	2636.26	2579.92	2627.25	2614.83	2589.48	2593.22	2603.13	2560.50	2559.63	2609.10	2594.10	2606.67	2614.53	2551.24	2587.20	2602.18	2602.27	2622.08	2600.11	2572.13	2530.32	2543.99	2539.91	2567.93	2656.65	2602.38	2600.84	2597.14	2566.59	2558.80
94.80	2600.16	2630.83	2572.42	2611.44	2635.67	2580.49	2627.13	2615.05	2589.91	2593.48	2603.18	2561.17	2559.12	2608.55	2593.94	2607.04	2614.62	2551.58	2587.30	2601.87	2601.21	2622.05	2600.33	2571.73	2529.99	2543.88	2540.05	2567.62	2657.15	2602.16	2600.59	2596.91	2566.17	2558.61
94.90	2600.43	2631.04	2572.48	2611.90	2634.93	2580.85	2627.00	2615.03	2590.43	2593.60	2603.17	2561.98	2558.70	2607.84	2593.71	2607.37	2614.63	2552.04	2587.38	2601.48	2600.42	2622.07	2600.55	2571.45	2529.66	2543.83	2540.22	2567.06	2657.65	2601.90	2600.40	2596.70	2565.66	2558.38
95.00	2600.09	2631.26	2572.75	2613.35	2633.92	2582.11	2626.95	2616.29	2590.95	2593.66	2604.11	2563.82	2556.95	2606.65	2593.63	2608.04	2615.36	2553.67	2588.22	2600.95	2598.68	2621.27	2602.28	2570.55	2529.91	2544.17	2540.96	2566.08	2658.98	2601.13	2599.39	2596.47	2564.75	2557.76
